Record Length,20480,,Source,CH1,CH2
Sample Interval,CH1:0.0000000800000 CH2:0.0000000800000,,Second,Volt,Volt
Vertical Units,CH1:V CH2:V,,-0.00081920001,1.44000,1.34000
Vertical Scale,CH1:0.50 CH2:0.50,,-0.00081911997,1.46000,1.32000
Vertical Offset,CH1:-1.50000 CH2:-1.50000,,-0.00081904000,1.46000,1.30000
Horizontal Units,s,,-0.00081896002,1.44000,1.30000
Horizontal Scale,0.0000500000,,-0.00081887998,1.46000,1.30000
Model Number,SDS1102CNL+,,-0.00081880001,1.46000,1.30000
Serial Number,SDS10BA3163724,,-0.00081871997,1.44000,1.30000
Software Version,6.01.01.17,,-0.00081863999,1.44000,1.34000
,,,-0.00081856002,1.48000,1.30000
,,,-0.00081847998,1.46000,1.32000
,,,-0.00081840000,1.46000,1.34000
,,,-0.00081831997,1.46000,1.34000
,,,-0.00081823999,1.46000,1.32000
,,,-0.00081816001,1.46000,1.34000
,,,-0.00081807998,1.46000,1.34000
,,,-0.00081800000,1.46000,1.34000
,,,-0.00081792002,1.46000,1.34000
,,,-0.00081783999,1.46000,1.34000
,,,-0.00081776001,1.48000,1.34000
,,,-0.00081767997,1.46000,1.34000
,,,-0.00081760000,1.44000,1.34000
,,,-0.00081752002,1.46000,1.34000
,,,-0.00081743998,1.46000,1.34000
,,,-0.00081736001,1.46000,1.32000
,,,-0.00081727997,1.46000,1.34000
,,,-0.00081719999,1.46000,1.34000
,,,-0.00081712002,1.48000,1.34000
,,,-0.00081703998,1.46000,1.34000
,,,-0.00081696000,1.46000,1.34000
,,,-0.00081687997,1.48000,1.34000
,,,-0.00081679999,1.46000,1.34000
,,,-0.00081672001,1.46000,1.34000
,,,-0.00081663998,1.46000,1.34000
,,,-0.00081656000,1.44000,1.34000
,,,-0.00081648002,1.44000,1.34000
,,,-0.00081639999,1.48000,1.34000
,,,-0.00081632001,1.46000,1.34000
,,,-0.00081623998,1.44000,1.34000
,,,-0.00081616000,1.46000,1.34000
,,,-0.00081608002,1.46000,1.34000
,,,-0.00081599999,1.46000,1.34000
,,,-0.00081592001,1.46000,1.34000
,,,-0.00081583997,1.46000,1.36000
,,,-0.00081576000,1.44000,1.34000
,,,-0.00081568002,1.44000,1.36000
,,,-0.00081559998,1.46000,1.36000
,,,-0.00081552000,1.48000,1.34000
,,,-0.00081543997,1.44000,1.36000
,,,-0.00081535999,1.46000,1.36000
,,,-0.00081528001,1.48000,1.36000
,,,-0.00081519998,1.46000,1.34000
,,,-0.00081512000,1.46000,1.36000
,,,-0.00081503997,1.46000,1.38000
,,,-0.00081495999,1.44000,1.36000
,,,-0.00081488001,1.44000,1.36000
,,,-0.00081479998,1.46000,1.36000
,,,-0.00081472000,1.46000,1.36000
,,,-0.00081464002,1.46000,1.36000
,,,-0.00081455999,1.44000,1.36000
,,,-0.00081448001,1.46000,1.36000
,,,-0.00081439997,1.46000,1.36000
,,,-0.00081432000,1.46000,1.36000
,,,-0.00081424002,1.46000,1.38000
,,,-0.00081415998,1.46000,1.36000
,,,-0.00081408001,1.46000,1.36000
,,,-0.00081399997,1.44000,1.38000
,,,-0.00081391999,1.46000,1.36000
,,,-0.00081384002,1.46000,1.36000
,,,-0.00081375998,1.44000,1.38000
,,,-0.00081368000,1.46000,1.38000
,,,-0.00081359997,1.44000,1.36000
,,,-0.00081351999,1.44000,1.36000
,,,-0.00081344001,1.46000,1.38000
,,,-0.00081335998,1.48000,1.38000
,,,-0.00081328000,1.46000,1.38000
,,,-0.00081320002,1.44000,1.38000
,,,-0.00081311999,1.44000,1.38000
,,,-0.00081304001,1.46000,1.36000
,,,-0.00081295997,1.46000,1.38000
,,,-0.00081288000,1.46000,1.38000
,,,-0.00081280002,1.46000,1.38000
,,,-0.00081271998,1.46000,1.38000
,,,-0.00081264001,1.46000,1.38000
,,,-0.00081255997,1.44000,1.38000
,,,-0.00081247999,1.46000,1.38000
,,,-0.00081240002,1.44000,1.38000
,,,-0.00081231998,1.44000,1.38000
,,,-0.00081224000,1.46000,1.38000
,,,-0.00081215997,1.44000,1.38000
,,,-0.00081207999,1.46000,1.42000
,,,-0.00081200001,1.48000,1.42000
,,,-0.00081191998,1.44000,1.38000
,,,-0.00081184000,1.46000,1.42000
,,,-0.00081176002,1.46000,1.38000
,,,-0.00081167999,1.46000,1.38000
,,,-0.00081160001,1.44000,1.38000
,,,-0.00081151997,1.46000,1.42000
,,,-0.00081144000,1.46000,1.38000
,,,-0.00081136002,1.46000,1.38000
,,,-0.00081127998,1.48000,1.40000
,,,-0.00081120001,1.46000,1.38000
,,,-0.00081111997,1.46000,1.38000
,,,-0.00081103999,1.44000,1.42000
,,,-0.00081096002,1.46000,1.40000
,,,-0.00081087998,1.46000,1.38000
,,,-0.00081080000,1.44000,1.42000
,,,-0.00081071997,1.46000,1.42000
,,,-0.00081063999,1.46000,1.42000
,,,-0.00081056001,1.46000,1.42000
,,,-0.00081047998,1.44000,1.42000
,,,-0.00081040000,1.48000,1.42000
,,,-0.00081032002,1.46000,1.42000
,,,-0.00081023999,1.44000,1.42000
,,,-0.00081016001,1.46000,1.42000
,,,-0.00081007998,1.44000,1.42000
,,,-0.00081000000,1.46000,1.42000
,,,-0.00080992002,1.44000,1.42000
,,,-0.00080983998,1.46000,1.42000
,,,-0.00080976001,1.44000,1.42000
,,,-0.00080967997,1.44000,1.42000
,,,-0.00080959999,1.46000,1.42000
,,,-0.00080952002,1.46000,1.42000
,,,-0.00080943998,1.46000,1.42000
,,,-0.00080936000,1.46000,1.42000
,,,-0.00080927997,1.46000,1.42000
