Record Length,20480,,Source,CH1,CH2
Sample Interval,CH1:0.0000080000000 CH2:0.0000080000000,,Second,Volt,Volt
Vertical Units,CH1:V CH2:V,,-0.08191999793,1.90000,0.94000
Vertical Scale,CH1:0.50 CH2:0.50,,-0.08191200346,1.88000,0.96000
Vertical Offset,CH1:-1.50000 CH2:-1.50000,,-0.08190400153,1.88000,0.94000
Horizontal Units,s,,-0.08189599961,1.88000,0.94000
Horizontal Scale,0.0049999999,,-0.08188799769,1.88000,0.94000
Model Number,SDS1102CNL+,,-0.08188000321,1.88000,0.96000
Serial Number,SDS10BA3163724,,-0.08187200129,1.86000,0.96000
Software Version,6.01.01.17,,-0.08186399937,1.86000,0.96000
,,,-0.08185599744,1.88000,0.96000
,,,-0.08184800297,1.86000,0.96000
,,,-0.08184000105,1.86000,0.96000
,,,-0.08183199912,1.84000,0.96000
,,,-0.08182399720,1.86000,0.98000
,,,-0.08181600273,1.84000,0.98000
,,,-0.08180800080,1.84000,0.98000
,,,-0.08179999888,1.86000,0.98000
,,,-0.08179199696,1.82000,0.98000
,,,-0.08178400248,1.82000,0.98000
,,,-0.08177600056,1.84000,0.98000
,,,-0.08176799864,1.82000,0.98000
,,,-0.08175999671,1.82000,0.98000
,,,-0.08175200224,1.82000,1.00000
,,,-0.08174400032,1.82000,0.98000
,,,-0.08173599839,1.82000,0.98000
,,,-0.08172799647,1.82000,1.02000
,,,-0.08172000200,1.80000,1.02000
,,,-0.08171200007,1.82000,1.02000
,,,-0.08170399815,1.80000,1.02000
,,,-0.08169599622,1.82000,1.02000
,,,-0.08168800175,1.80000,1.02000
,,,-0.08167999983,1.80000,1.02000
,,,-0.08167199790,1.80000,1.02000
,,,-0.08166400343,1.80000,1.02000
,,,-0.08165600151,1.80000,1.04000
,,,-0.08164799958,1.80000,1.02000
,,,-0.08163999766,1.78000,1.04000
,,,-0.08163200319,1.78000,1.04000
,,,-0.08162400126,1.80000,1.04000
,,,-0.08161599934,1.80000,1.04000
,,,-0.08160799742,1.80000,1.04000
,,,-0.08160000294,1.80000,1.04000
,,,-0.08159200102,1.76000,1.06000
,,,-0.08158399910,1.76000,1.06000
,,,-0.08157599717,1.76000,1.06000
,,,-0.08156800270,1.76000,1.06000
,,,-0.08156000078,1.76000,1.06000
,,,-0.08155199885,1.78000,1.06000
,,,-0.08154399693,1.74000,1.06000
,,,-0.08153600246,1.74000,1.06000
,,,-0.08152800053,1.74000,1.06000
,,,-0.08151999861,1.76000,1.06000
,,,-0.08151199669,1.74000,1.08000
,,,-0.08150400221,1.74000,1.08000
,,,-0.08149600029,1.72000,1.10000
,,,-0.08148799837,1.74000,1.08000
,,,-0.08147999644,1.74000,1.10000
,,,-0.08147200197,1.72000,1.10000
,,,-0.08146400005,1.72000,1.08000
,,,-0.08145599812,1.72000,1.10000
,,,-0.08144799620,1.72000,1.10000
,,,-0.08144000173,1.72000,1.10000
,,,-0.08143199980,1.70000,1.10000
,,,-0.08142399788,1.72000,1.10000
,,,-0.08141600341,1.70000,1.12000
,,,-0.08140800148,1.70000,1.10000
,,,-0.08139999956,1.70000,1.12000
,,,-0.08139199764,1.70000,1.12000
,,,-0.08138400316,1.68000,1.12000
,,,-0.08137600124,1.70000,1.12000
,,,-0.08136799932,1.70000,1.10000
,,,-0.08135999739,1.68000,1.12000
,,,-0.08135200292,1.68000,1.14000
,,,-0.08134400100,1.70000,1.14000
,,,-0.08133599907,1.70000,1.14000
,,,-0.08132799715,1.68000,1.14000
,,,-0.08132000268,1.66000,1.14000
,,,-0.08131200075,1.64000,1.14000
,,,-0.08130399883,1.66000,1.14000
,,,-0.08129599690,1.66000,1.14000
,,,-0.08128800243,1.66000,1.14000
,,,-0.08128000051,1.66000,1.14000
,,,-0.08127199858,1.66000,1.18000
,,,-0.08126399666,1.66000,1.14000
,,,-0.08125600219,1.66000,1.14000
,,,-0.08124800026,1.64000,1.18000
,,,-0.08123999834,1.66000,1.18000
,,,-0.08123199642,1.66000,1.18000
,,,-0.08122400194,1.64000,1.18000
,,,-0.08121600002,1.64000,1.18000
,,,-0.08120799810,1.64000,1.18000
,,,-0.08119999617,1.64000,1.18000
,,,-0.08119200170,1.64000,1.18000
,,,-0.08118399978,1.64000,1.18000
,,,-0.08117599785,1.62000,1.18000
,,,-0.08116800338,1.62000,1.18000
,,,-0.08116000146,1.62000,1.20000
,,,-0.08115199953,1.62000,1.20000
,,,-0.08114399761,1.62000,1.18000
,,,-0.08113600314,1.62000,1.18000
,,,-0.08112800121,1.62000,1.20000
,,,-0.08111999929,1.62000,1.20000
