X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-6.000000e-02,1.000000e-04
0,9.60e-01,2.52e+00,
1,1.08e+00,2.56e+00,
2,1.08e+00,2.56e+00,
3,1.00e+00,2.52e+00,
4,1.08e+00,2.56e+00,
5,1.00e+00,2.52e+00,
6,1.04e+00,2.52e+00,
7,1.08e+00,2.56e+00,
8,1.08e+00,2.52e+00,
9,1.00e+00,2.56e+00,
10,1.04e+00,2.52e+00,
11,1.08e+00,2.56e+00,
12,1.08e+00,2.56e+00,
13,9.60e-01,2.52e+00,
14,1.08e+00,2.56e+00,
15,1.00e+00,2.52e+00,
16,1.08e+00,2.56e+00,
17,1.00e+00,2.52e+00,
18,1.08e+00,2.52e+00,
19,1.00e+00,2.56e+00,
20,1.08e+00,2.52e+00,
21,9.60e-01,2.56e+00,
22,1.08e+00,2.56e+00,
23,9.60e-01,2.52e+00,
24,9.60e-01,2.52e+00,
25,1.08e+00,2.56e+00,
26,1.08e+00,2.52e+00,
27,9.60e-01,2.56e+00,
28,9.60e-01,2.52e+00,
29,1.08e+00,2.56e+00,
30,1.08e+00,2.56e+00,
31,9.60e-01,2.52e+00,
32,9.60e-01,2.56e+00,
33,1.08e+00,2.52e+00,
34,1.08e+00,2.56e+00,
35,1.00e+00,2.52e+00,
36,1.08e+00,2.52e+00,
37,9.60e-01,2.56e+00,
38,9.60e-01,2.56e+00,
39,1.08e+00,2.52e+00,
40,9.60e-01,2.56e+00,
41,1.08e+00,2.52e+00,
42,9.60e-01,2.52e+00,
43,1.08e+00,2.56e+00,
44,1.04e+00,2.56e+00,
45,9.60e-01,2.52e+00,
46,1.00e+00,2.52e+00,
47,1.08e+00,2.56e+00,
48,9.60e-01,2.56e+00,
49,1.08e+00,2.52e+00,
50,1.08e+00,2.52e+00,
51,9.60e-01,2.56e+00,
52,9.60e-01,2.56e+00,
53,1.04e+00,2.52e+00,
54,9.60e-01,2.56e+00,
55,1.08e+00,2.52e+00,
56,9.60e-01,2.52e+00,
57,1.08e+00,2.56e+00,
58,1.04e+00,2.56e+00,
59,9.60e-01,2.52e+00,
60,9.60e-01,2.56e+00,
61,1.08e+00,2.52e+00,
62,9.60e-01,2.56e+00,
63,1.08e+00,2.52e+00,
64,9.60e-01,2.56e+00,
65,1.04e+00,2.48e+00,
66,9.60e-01,2.52e+00,
67,1.04e+00,2.56e+00,
68,9.60e-01,2.56e+00,
69,1.04e+00,2.48e+00,
70,9.60e-01,2.56e+00,
71,1.04e+00,2.48e+00,
72,1.00e+00,2.56e+00,
73,9.60e-01,2.48e+00,
74,1.00e+00,2.56e+00,
75,9.60e-01,2.48e+00,
76,1.00e+00,2.56e+00,
77,9.60e-01,2.48e+00,
78,1.00e+00,2.56e+00,
79,9.60e-01,2.48e+00,
80,9.60e-01,2.56e+00,
81,1.00e+00,2.48e+00,
82,1.00e+00,2.56e+00,
83,9.60e-01,2.48e+00,
84,1.00e+00,2.56e+00,
85,9.60e-01,2.48e+00,
86,1.00e+00,2.56e+00,
87,9.60e-01,2.48e+00,
88,1.00e+00,2.48e+00,
89,9.60e-01,2.56e+00,
90,1.00e+00,2.48e+00,
91,9.20e-01,2.56e+00,
92,1.00e+00,2.48e+00,
93,9.20e-01,2.56e+00,
94,1.00e+00,2.48e+00,
95,9.20e-01,2.52e+00,
96,1.00e+00,2.48e+00,
97,9.20e-01,2.52e+00,
98,1.00e+00,2.48e+00,
99,9.20e-01,2.56e+00,
100,9.20e-01,2.52e+00,
101,1.00e+00,2.48e+00,
102,9.20e-01,2.48e+00,
103,1.00e+00,2.52e+00,
104,9.20e-01,2.48e+00,
105,1.00e+00,2.52e+00,
106,9.20e-01,2.52e+00,
107,1.00e+00,2.48e+00,
108,9.60e-01,2.48e+00,
109,9.20e-01,2.52e+00,
110,9.60e-01,2.48e+00,
111,9.20e-01,2.52e+00,
112,9.60e-01,2.52e+00,
113,9.20e-01,2.48e+00,
114,9.20e-01,2.48e+00,
115,9.60e-01,2.52e+00,
116,9.60e-01,2.52e+00,
117,9.20e-01,2.48e+00,
118,9.60e-01,2.48e+00,
119,8.80e-01,2.52e+00,
120,9.60e-01,2.48e+00,
121,8.80e-01,2.52e+00,
122,9.60e-01,2.52e+00,
123,8.80e-01,2.44e+00,
124,9.60e-01,2.52e+00,
125,8.80e-01,2.44e+00,
126,8.80e-01,2.44e+00,
127,9.60e-01,2.52e+00,
128,8.80e-01,2.52e+00,
129,9.60e-01,2.44e+00,
130,8.80e-01,2.44e+00,
131,9.60e-01,2.52e+00,
132,8.80e-01,2.44e+00,
133,9.60e-01,2.52e+00,
134,9.20e-01,2.44e+00,
135,8.80e-01,2.52e+00,
136,8.80e-01,2.44e+00,
137,9.20e-01,2.48e+00,
138,9.20e-01,2.44e+00,
139,8.80e-01,2.52e+00,
140,8.80e-01,2.44e+00,
141,9.20e-01,2.48e+00,
142,9.20e-01,2.48e+00,
143,8.40e-01,2.44e+00,
144,9.20e-01,2.44e+00,
145,8.40e-01,2.48e+00,
146,9.20e-01,2.48e+00,
147,8.40e-01,2.44e+00,
148,8.40e-01,2.48e+00,
149,9.20e-01,2.44e+00,
150,9.20e-01,2.44e+00,
151,8.40e-01,2.48e+00,
152,8.40e-01,2.44e+00,
153,9.20e-01,2.48e+00,
154,8.40e-01,2.48e+00,
155,9.20e-01,2.44e+00,
156,8.40e-01,2.48e+00,
157,9.20e-01,2.44e+00,
158,8.40e-01,2.48e+00,
159,8.80e-01,2.40e+00,
160,8.40e-01,2.40e+00,
161,8.80e-01,2.48e+00,
162,8.40e-01,2.40e+00,
163,8.80e-01,2.48e+00,
164,8.40e-01,2.40e+00,
165,8.80e-01,2.48e+00,
166,8.80e-01,2.48e+00,
167,8.40e-01,2.40e+00,
168,8.80e-01,2.40e+00,
169,8.40e-01,2.48e+00,
170,8.80e-01,2.40e+00,
171,8.00e-01,2.48e+00,
172,8.80e-01,2.44e+00,
173,8.00e-01,2.40e+00,
174,8.00e-01,2.40e+00,
175,8.80e-01,2.44e+00,
176,8.00e-01,2.40e+00,
177,8.80e-01,2.44e+00,
178,8.00e-01,2.40e+00,
179,8.80e-01,2.44e+00,
180,8.40e-01,2.40e+00,
181,8.00e-01,2.44e+00,
182,8.00e-01,2.40e+00,
183,8.80e-01,2.44e+00,
184,8.40e-01,2.44e+00,
185,8.00e-01,2.36e+00,
186,8.00e-01,2.44e+00,
187,8.40e-01,2.36e+00,
188,8.00e-01,2.40e+00,
189,8.40e-01,2.44e+00,
190,8.40e-01,2.40e+00,
191,8.00e-01,2.44e+00,
192,8.00e-01,2.44e+00,
193,8.40e-01,2.36e+00,
194,8.00e-01,2.44e+00,
195,8.40e-01,2.36e+00,
196,8.40e-01,2.44e+00,
197,7.60e-01,2.36e+00,
