X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.000000e-02,5.000000e-05
0,1.52e+00,4.00e-01,
1,1.64e+00,5.20e-01,
2,1.56e+00,4.00e-01,
3,1.64e+00,5.20e-01,
4,1.56e+00,4.00e-01,
5,1.68e+00,5.20e-01,
6,1.68e+00,5.20e-01,
7,1.60e+00,4.00e-01,
8,1.60e+00,5.20e-01,
9,1.72e+00,4.00e-01,
10,1.64e+00,4.40e-01,
11,1.72e+00,5.20e-01,
12,1.68e+00,4.40e-01,
13,1.76e+00,5.20e-01,
14,1.68e+00,5.20e-01,
15,1.80e+00,4.40e-01,
16,1.68e+00,5.20e-01,
17,1.80e+00,4.40e-01,
18,1.80e+00,5.20e-01,
19,1.72e+00,4.40e-01,
20,1.76e+00,4.40e-01,
21,1.88e+00,5.20e-01,
22,1.76e+00,4.40e-01,
23,1.88e+00,5.60e-01,
24,1.80e+00,4.40e-01,
25,1.92e+00,5.60e-01,
26,1.84e+00,4.40e-01,
27,1.92e+00,5.60e-01,
28,1.84e+00,4.80e-01,
29,1.96e+00,5.60e-01,
30,1.88e+00,5.60e-01,
31,1.96e+00,4.80e-01,
32,1.88e+00,4.80e-01,
33,2.00e+00,6.00e-01,
34,2.00e+00,4.80e-01,
35,1.92e+00,6.00e-01,
36,1.92e+00,4.80e-01,
37,2.04e+00,6.00e-01,
38,2.04e+00,5.20e-01,
39,1.96e+00,6.00e-01,
40,1.96e+00,6.00e-01,
41,2.08e+00,5.20e-01,
42,2.08e+00,6.00e-01,
43,2.00e+00,5.20e-01,
44,2.00e+00,5.20e-01,
45,2.08e+00,6.40e-01,
46,2.12e+00,5.60e-01,
47,2.04e+00,6.80e-01,
48,2.04e+00,6.40e-01,
49,2.16e+00,5.60e-01,
50,2.08e+00,6.80e-01,
51,2.16e+00,5.60e-01,
52,2.08e+00,6.80e-01,
53,2.16e+00,5.60e-01,
54,2.12e+00,6.40e-01,
55,2.20e+00,7.20e-01,
56,2.20e+00,6.40e-01,
57,2.12e+00,7.20e-01,
58,2.16e+00,6.40e-01,
59,2.28e+00,7.20e-01,
60,2.20e+00,6.40e-01,
61,2.28e+00,7.60e-01,
62,2.28e+00,7.60e-01,
63,2.16e+00,6.80e-01,
64,2.24e+00,6.80e-01,
65,2.32e+00,7.60e-01,
66,2.24e+00,7.20e-01,
67,2.32e+00,8.00e-01,
68,2.24e+00,7.20e-01,
69,2.36e+00,8.00e-01,
70,2.28e+00,7.20e-01,
71,2.36e+00,8.00e-01,
72,2.28e+00,7.60e-01,
73,2.36e+00,8.40e-01,
74,2.32e+00,7.60e-01,
75,2.40e+00,8.80e-01,
76,2.32e+00,7.60e-01,
77,2.40e+00,8.80e-01,
78,2.32e+00,8.00e-01,
79,2.44e+00,8.80e-01,
80,2.36e+00,8.00e-01,
81,2.44e+00,8.80e-01,
82,2.36e+00,8.00e-01,
83,2.44e+00,9.20e-01,
84,2.36e+00,9.20e-01,
85,2.44e+00,8.40e-01,
86,2.40e+00,8.40e-01,
87,2.48e+00,9.60e-01,
88,2.48e+00,8.80e-01,
89,2.40e+00,9.60e-01,
90,2.40e+00,9.60e-01,
91,2.48e+00,8.80e-01,
92,2.40e+00,9.20e-01,
93,2.52e+00,1.00e+00,
94,2.44e+00,9.20e-01,
95,2.52e+00,1.00e+00,
96,2.44e+00,9.20e-01,
97,2.52e+00,1.04e+00,
98,2.44e+00,9.60e-01,
99,2.52e+00,1.08e+00,
100,2.48e+00,9.60e-01,
101,2.56e+00,1.12e+00,
102,2.56e+00,1.04e+00,
103,2.48e+00,1.12e+00,
104,2.56e+00,1.04e+00,
105,2.48e+00,1.12e+00,
106,2.48e+00,1.08e+00,
107,2.60e+00,1.16e+00,
108,2.52e+00,1.08e+00,
109,2.60e+00,1.20e+00,
110,2.60e+00,1.12e+00,
111,2.52e+00,1.20e+00,
112,2.60e+00,1.12e+00,
113,2.52e+00,1.24e+00,
114,2.52e+00,1.16e+00,
115,2.60e+00,1.24e+00,
116,2.56e+00,1.16e+00,
117,2.64e+00,1.24e+00,
118,2.60e+00,1.20e+00,
119,2.68e+00,1.28e+00,
120,2.60e+00,1.20e+00,
121,2.68e+00,1.32e+00,
