Record Length,20480,,Source,CH1,CH2
Sample Interval,CH1:0.0000000100000 CH2:0.0000000100000,,Second,Volt,Volt
Vertical Units,CH1:V CH2:V,, 0.07989759743,1.66000,3.28000
Vertical Scale,CH1:0.50 CH2:1.00,, 0.07989761233,1.66000,3.28000
Vertical Offset,CH1:-1.00000 CH2:-2.00000,, 0.07989761978,1.64000,3.28000
Horizontal Units,s,, 0.07989762723,1.64000,3.28000
Horizontal Scale,0.0000025000,, 0.07989764214,1.64000,3.32000
Model Number,SDS1102CNL+,, 0.07989764959,1.66000,3.28000
Serial Number,SDS10BA3163724,, 0.07989765704,1.64000,3.28000
Software Version,6.01.01.17,, 0.07989767194,1.64000,3.28000
,,, 0.07989767939,1.64000,3.28000
,,, 0.07989768684,1.64000,3.28000
,,, 0.07989770174,1.64000,3.28000
,,, 0.07989770919,1.64000,3.28000
,,, 0.07989771664,1.64000,3.32000
,,, 0.07989773154,1.64000,3.32000
,,, 0.07989773899,1.64000,3.28000
,,, 0.07989774644,1.66000,3.28000
,,, 0.07989776134,1.64000,3.28000
,,, 0.07989776880,1.66000,3.28000
,,, 0.07989777625,1.66000,3.28000
,,, 0.07989779115,1.66000,3.28000
,,, 0.07989779860,1.66000,3.28000
,,, 0.07989780605,1.66000,3.28000
,,, 0.07989782095,1.66000,3.28000
,,, 0.07989782840,1.66000,3.28000
,,, 0.07989783585,1.64000,3.28000
,,, 0.07989785075,1.66000,3.28000
,,, 0.07989785820,1.64000,3.32000
,,, 0.07989787310,1.66000,3.28000
,,, 0.07989788055,1.64000,3.32000
,,, 0.07989788800,1.64000,3.28000
,,, 0.07989790291,1.64000,3.32000
,,, 0.07989791036,1.64000,3.28000
,,, 0.07989791781,1.64000,3.28000
,,, 0.07989793271,1.64000,3.28000
,,, 0.07989794016,1.64000,3.28000
,,, 0.07989794761,1.64000,3.28000
,,, 0.07989796251,1.64000,3.28000
,,, 0.07989796996,1.64000,3.28000
,,, 0.07989797741,1.66000,3.28000
,,, 0.07989799231,1.64000,3.28000
,,, 0.07989799976,1.64000,3.28000
,,, 0.07989800721,1.66000,3.28000
,,, 0.07989802212,1.64000,3.28000
,,, 0.07989802957,1.64000,3.28000
,,, 0.07989803702,1.64000,3.28000
,,, 0.07989805192,1.64000,3.28000
,,, 0.07989805937,1.64000,3.28000
,,, 0.07989806682,1.66000,3.28000
,,, 0.07989808172,1.64000,3.28000
,,, 0.07989808917,1.66000,3.28000
,,, 0.07989809662,1.66000,3.28000
,,, 0.07989811152,1.66000,3.28000
,,, 0.07989811897,1.64000,3.28000
,,, 0.07989812642,1.66000,3.28000
,,, 0.07989814132,1.64000,3.28000
,,, 0.07989814878,1.64000,3.28000
,,, 0.07989815623,1.66000,3.28000
,,, 0.07989817113,1.64000,3.28000
,,, 0.07989817858,1.66000,3.28000
,,, 0.07989818603,1.66000,3.28000
,,, 0.07989820093,1.64000,3.28000
,,, 0.07989820838,1.66000,3.28000
,,, 0.07989821583,1.64000,3.32000
,,, 0.07989823073,1.64000,3.28000
,,, 0.07989823818,1.64000,3.32000
,,, 0.07989825308,1.64000,3.28000
,,, 0.07989826053,1.64000,3.28000
,,, 0.07989826798,1.66000,3.28000
,,, 0.07989828289,1.64000,3.28000
,,, 0.07989829034,1.64000,3.28000
,,, 0.07989829779,1.64000,3.28000
,,, 0.07989831269,1.64000,3.28000
,,, 0.07989832014,1.64000,3.28000
,,, 0.07989832759,1.66000,3.28000
,,, 0.07989834249,1.64000,3.28000
,,, 0.07989834994,1.66000,3.28000
,,, 0.07989835739,1.66000,3.28000
,,, 0.07989837229,1.66000,3.28000
,,, 0.07989837974,1.66000,3.28000
,,, 0.07989838719,1.66000,3.28000
,,, 0.07989840209,1.66000,3.28000
