Record Length,20480,,Source,CH2
Sample Interval, CH2:0.0000080000000,,Second,Volt
,,,-0.05699199811,0.00
,,,-0.05698399991,0.00
,,,-0.05697600171,0.00
,,,-0.05696799979,0.04000
,,,-0.05696000159,0.00
,,,-0.05695199966,0.00
,,,-0.05694400147,0.00
,,,-0.05693599954,0.00
,,,-0.05692800134,0.00
,,,-0.05691999942,0.00
,,,-0.05691200122,0.00
,,,-0.05690399930,0.00
,,,-0.05689600110,0.00
,,,-0.05688799918,0.00
,,,-0.05688000098,0.00
,,,-0.05687199906,0.00
,,,-0.05686400086,0.00
,,,-0.05685599893,0.00
,,,-0.05684800074,0.00
,,,-0.05683999881,0.00
,,,-0.05683200061,0.00
,,,-0.05682399869,0.04000
,,,-0.05681600049,0.00
,,,-0.05680799857,0.00
,,,-0.05680000037,0.00
,,,-0.05679199845,0.00
,,,-0.05678400025,0.04000
,,,-0.05677599832,0.04000
,,,-0.05676800013,0.00
,,,-0.05675999820,0.00
,,,-0.05675200000,0.00
,,,-0.05674399808,0.00
,,,-0.05673599988,0.00
,,,-0.05672800168,0.04000
,,,-0.05671999976,0.00
,,,-0.05671200156,0.04000
,,,-0.05670399964,0.00
,,,-0.05669600144,0.00
,,,-0.05668799952,0.04000
,,,-0.05668000132,0.00
,,,-0.05667199939,0.00
,,,-0.05666400120,0.00
,,,-0.05665599927,0.00
,,,-0.05664800107,0.00
,,,-0.05663999915,0.00
,,,-0.05663200095,0.00
,,,-0.05662399903,0.00
,,,-0.05661600083,0.00
,,,-0.05660799891,0.00
,,,-0.05660000071,0.00
,,,-0.05659199879,0.00
,,,-0.05658400059,0.00
,,,-0.05657599866,0.00
,,,-0.05656800047,0.04000
,,,-0.05655999854,0.04000
,,,-0.05655200034,0.00
,,,-0.05654399842,0.00
,,,-0.05653600022,0.00
,,,-0.05652799830,0.00
,,,-0.05652000010,0.00
,,,-0.05651199818,0.00
,,,-0.05650399998,0.00
,,,-0.05649599805,0.00
,,,-0.05648799986,0.00
,,,-0.05648000166,0.00
,,,-0.05647199973,0.00
,,,-0.05646400154,0.00
,,,-0.05645599961,0.00
,,,-0.05644800141,0.00
,,,-0.05643999949,0.00
,,,-0.05643200129,0.00
,,,-0.05642399937,0.00
,,,-0.05641600117,0.00
,,,-0.05640799925,0.00
,,,-0.05640000105,0.00
,,,-0.05639199913,0.04000
,,,-0.05638400093,0.00
,,,-0.05637599900,0.04000
,,,-0.05636800081,0.00
,,,-0.05635999888,0.00
,,,-0.05635200068,0.00
,,,-0.05634399876,0.00
,,,-0.05633600056,0.00
,,,-0.05632799864,0.00
,,,-0.05632000044,0.00
,,,-0.05631199852,0.00
,,,-0.05630400032,0.00
,,,-0.05629599839,0.00
,,,-0.05628800020,0.04000
,,,-0.05627999827,0.04000
,,,-0.05627200007,0.00
,,,-0.05626399815,0.00
,,,-0.05625599995,0.00
,,,-0.05624799803,0.04000
,,,-0.05623999983,0.04000
,,,-0.05623200163,0.00
,,,-0.05622399971,0.00
,,,-0.05621600151,0.00
,,,-0.05620799959,0.00
,,,-0.05620000139,0.00
,,,-0.05619199947,0.00
,,,-0.05618400127,0.00
,,,-0.05617599934,0.00
,,,-0.05616800115,0.00
,,,-0.05615999922,0.00
,,,-0.05615200102,0.04000
,,,-0.05614399910,0.04000
,,,-0.05613600090,0.04000
,,,-0.05612799898,0.00
,,,-0.05612000078,0.00
,,,-0.05611199886,0.00
,,,-0.05610400066,0.00
,,,-0.05609599873,0.04000
,,,-0.05608800054,0.00
,,,-0.05607999861,0.00
,,,-0.05607200041,0.00
,,,-0.05606399849,0.00
,,,-0.05605600029,0.00
,,,-0.05604799837,0.00
,,,-0.05604000017,0.00
,,,-0.05603199825,0.04000
,,,-0.05602400005,-0.04000
,,,-0.05601599813,0.00
,,,-0.05600799993,0.00
,,,-0.05599999800,0.08000
,,,-0.05599199980,0.00
,,,-0.05598400161,0.00
,,,-0.05597599968,0.00
,,,-0.05596800148,0.00
,,,-0.05595999956,0.00
,,,-0.05595200136,0.00
,,,-0.05594399944,0.04000
,,,-0.05593600124,0.00
,,,-0.05592799932,0.00
,,,-0.05592000112,0.00
,,,-0.05591199920,0.00
,,,-0.05590400100,0.00
,,,-0.05589599907,0.00
,,,-0.05588800088,0.00
,,,-0.05587999895,0.00
,,,-0.05587200075,0.00
,,,-0.05586399883,0.00
,,,-0.05585600063,0.00
,,,-0.05584799871,0.00
,,,-0.05584000051,0.04000
,,,-0.05583199859,0.00
,,,-0.05582400039,0.00
,,,-0.05581599846,0.00
,,,-0.05580800027,0.00
,,,-0.05579999834,0.00
,,,-0.05579200014,0.00
,,,-0.05578399822,0.00
,,,-0.05577600002,0.00
,,,-0.05576799810,0.00
,,,-0.05575999990,0.00
,,,-0.05575200170,0.00
,,,-0.05574399978,0.00
,,,-0.05573600158,0.00
,,,-0.05572799966,0.00
,,,-0.05572000146,0.00
,,,-0.05571199954,0.00
,,,-0.05570400134,0.00
,,,-0.05569599941,0.00
,,,-0.05568800122,0.00
,,,-0.05567999929,0.00
,,,-0.05567200109,0.08000
,,,-0.05566399917,0.00
,,,-0.05565600097,0.00
,,,-0.05564799905,0.00
,,,-0.05564000085,0.00
,,,-0.05563199893,0.00
,,,-0.05562400073,0.00
,,,-0.05561599880,0.00
,,,-0.05560800061,0.00
,,,-0.05559999868,0.00
,,,-0.05559200048,0.00
,,,-0.05558399856,0.00
,,,-0.05557600036,0.00
,,,-0.05556799844,0.00
,,,-0.05556000024,0.00
,,,-0.05555199832,0.00
,,,-0.05554400012,0.00
,,,-0.05553599820,0.00
,,,-0.05552800000,0.04000
,,,-0.05551999807,0.04000
,,,-0.05551199988,-0.04000
,,,-0.05550400168,0.04000
,,,-0.05549599975,0.00
,,,-0.05548800156,0.00
,,,-0.05547999963,0.00
,,,-0.05547200143,0.00
,,,-0.05546399951,0.00
,,,-0.05545600131,0.00
,,,-0.05544799939,0.00
,,,-0.05544000119,0.04000
,,,-0.05543199927,0.00
,,,-0.05542400107,0.00
,,,-0.05541599914,0.00
,,,-0.05540800095,0.04000
,,,-0.05539999902,0.04000
,,,-0.05539200082,0.00
,,,-0.05538399890,0.00
,,,-0.05537600070,0.04000
,,,-0.05536799878,0.04000
,,,-0.05536000058,0.00
,,,-0.05535199866,0.00
,,,-0.05534400046,0.00
,,,-0.05533599854,0.00
,,,-0.05532800034,0.00
,,,-0.05531999841,0.00
,,,-0.05531200022,0.00
,,,-0.05530399829,0.00
,,,-0.05529600009,0.00
,,,-0.05528799817,0.00
,,,-0.05527999997,0.00
,,,-0.05527199805,0.00
,,,-0.05526399985,0.00
,,,-0.05525600165,0.00
,,,-0.05524799973,0.00
,,,-0.05524000153,0.00
,,,-0.05523199961,0.00
,,,-0.05522400141,0.00
,,,-0.05521599948,0.00
,,,-0.05520800129,0.00
,,,-0.05519999936,0.00
,,,-0.05519200116,0.00
,,,-0.05518399924,0.00
,,,-0.05517600104,0.04000
,,,-0.05516799912,0.00
,,,-0.05516000092,0.00
,,,-0.05515199900,0.00
,,,-0.05514400080,0.00
,,,-0.05513599887,0.00
,,,-0.05512800068,0.00
,,,-0.05511999875,0.00
,,,-0.05511200055,0.00
,,,-0.05510399863,0.08000
,,,-0.05509600043,0.00
,,,-0.05508799851,0.00
,,,-0.05508000031,0.00
,,,-0.05507199839,0.00
,,,-0.05506400019,0.00
,,,-0.05505599827,0.00
,,,-0.05504800007,0.00
,,,-0.05503999814,0.00
,,,-0.05503199995,0.00
,,,-0.05502399802,0.04000
,,,-0.05501599982,0.00
,,,-0.05500800163,0.04000
,,,-0.05499999970,0.00
,,,-0.05499200150,0.08000
,,,-0.05498399958,0.00
,,,-0.05497600138,0.00
,,,-0.05496799946,0.00
,,,-0.05496000126,0.00
,,,-0.05495199934,0.00
,,,-0.05494400114,0.00
,,,-0.05493599921,0.00
,,,-0.05492800102,0.00
,,,-0.05491999909,0.00
,,,-0.05491200089,0.00
,,,-0.05490399897,0.00
,,,-0.05489600077,0.00
,,,-0.05488799885,0.00
,,,-0.05488000065,0.00
,,,-0.05487199873,0.00
,,,-0.05486400053,0.00
,,,-0.05485599861,0.00
,,,-0.05484800041,0.00
,,,-0.05483999848,0.00
,,,-0.05483200029,0.00
,,,-0.05482399836,0.00
,,,-0.05481600016,0.00
,,,-0.05480799824,0.00
,,,-0.05480000004,0.00
,,,-0.05479199812,0.00
,,,-0.05478399992,0.00
,,,-0.05477600172,0.00
,,,-0.05476799980,0.00
,,,-0.05476000160,0.00
,,,-0.05475199968,0.00
,,,-0.05474400148,0.00
,,,-0.05473599955,0.00
,,,-0.05472800136,0.00
,,,-0.05471999943,0.00
,,,-0.05471200123,0.00
,,,-0.05470399931,0.00
,,,-0.05469600111,0.04000
,,,-0.05468799919,0.04000
,,,-0.05468000099,0.04000
,,,-0.05467199907,0.00
,,,-0.05466400087,0.00
