Record Length,8000,,Source,CH1,CH2
Sample Interval,CH1:0.0000020000000 CH2:0.0000020000000,,Second,Volt,Volt
Vertical Units,CH1:V CH2:V,, 0.01200000010,0.58000,1.24000
Vertical Scale,CH1:0.50 CH2:0.50,, 0.01200199965,0.58000,1.24000
Vertical Offset,CH1:-1.00000 CH2:-1.00000,, 0.01200400013,0.60000,1.24000
Horizontal Units,s,, 0.01200599968,0.58000,1.24000
Horizontal Scale,0.0010000000,, 0.01200800017,0.58000,1.26000
Model Number,SDS1102CNL+,, 0.01200999971,0.58000,1.28000
Serial Number,SDS10BA3163724,, 0.01201200020,0.58000,1.26000
Software Version,6.01.01.17,, 0.01201399975,0.58000,1.26000
,,, 0.01201600023,0.58000,1.28000
,,, 0.01201799978,0.58000,1.26000
,,, 0.01202000026,0.58000,1.28000
,,, 0.01202199981,0.60000,1.28000
,,, 0.01202400029,0.58000,1.28000
,,, 0.01202599984,0.60000,1.28000
,,, 0.01202800032,0.60000,1.28000
,,, 0.01202999987,0.58000,1.28000
,,, 0.01203200035,0.58000,1.28000
,,, 0.01203399990,0.60000,1.28000
,,, 0.01203600038,0.60000,1.32000
,,, 0.01203799993,0.58000,1.32000
,,, 0.01204000041,0.58000,1.32000
,,, 0.01204199996,0.60000,1.32000
,,, 0.01204399951,0.58000,1.32000
,,, 0.01204599999,0.58000,1.32000
,,, 0.01204799954,0.58000,1.32000
,,, 0.01205000002,0.58000,1.32000
,,, 0.01205199957,0.60000,1.32000
,,, 0.01205400005,0.58000,1.34000
,,, 0.01205599960,0.58000,1.32000
,,, 0.01205800008,0.58000,1.32000
,,, 0.01205999963,0.58000,1.32000
,,, 0.01206200011,0.60000,1.34000
,,, 0.01206399966,0.58000,1.34000
,,, 0.01206600014,0.56000,1.34000
,,, 0.01206799969,0.58000,1.36000
,,, 0.01207000017,0.58000,1.34000
,,, 0.01207199972,0.58000,1.36000
,,, 0.01207400020,0.58000,1.34000
,,, 0.01207599975,0.58000,1.36000
,,, 0.01207800023,0.58000,1.36000
,,, 0.01207999978,0.58000,1.36000
,,, 0.01208200026,0.60000,1.36000
,,, 0.01208399981,0.58000,1.36000
,,, 0.01208600029,0.58000,1.36000
,,, 0.01208799984,0.58000,1.36000
,,, 0.01209000032,0.58000,1.36000
,,, 0.01209199987,0.58000,1.40000
,,, 0.01209400035,0.60000,1.38000
,,, 0.01209599990,0.58000,1.38000
,,, 0.01209800038,0.58000,1.40000
,,, 0.01209999993,0.58000,1.40000
,,, 0.01210200042,0.58000,1.40000
,,, 0.01210399996,0.60000,1.40000
,,, 0.01210599951,0.58000,1.40000
,,, 0.01210800000,0.60000,1.40000
,,, 0.01210999954,0.58000,1.40000
,,, 0.01211200003,0.58000,1.40000
,,, 0.01211399958,0.58000,1.42000
,,, 0.01211600006,0.58000,1.42000
,,, 0.01211799961,0.58000,1.42000
,,, 0.01212000009,0.58000,1.42000
,,, 0.01212199964,0.58000,1.40000
,,, 0.01212400012,0.58000,1.44000
,,, 0.01212599967,0.60000,1.42000
,,, 0.01212800015,0.60000,1.42000
,,, 0.01212999970,0.60000,1.44000
,,, 0.01213200018,0.58000,1.42000
,,, 0.01213399973,0.60000,1.42000
,,, 0.01213600021,0.58000,1.44000
,,, 0.01213799976,0.60000,1.44000
,,, 0.01214000024,0.60000,1.44000
,,, 0.01214199979,0.60000,1.44000
,,, 0.01214400027,0.60000,1.46000
,,, 0.01214599982,0.58000,1.46000
,,, 0.01214800030,0.60000,1.44000
,,, 0.01214999985,0.60000,1.44000
,,, 0.01215200033,0.60000,1.48000
,,, 0.01215399988,0.58000,1.44000
,,, 0.01215600036,0.58000,1.48000
,,, 0.01215799991,0.58000,1.48000
,,, 0.01216000039,0.58000,1.48000
,,, 0.01216199994,0.60000,1.48000
,,, 0.01216400042,0.60000,1.48000
,,, 0.01216599997,0.60000,1.48000
,,, 0.01216799952,0.60000,1.48000
,,, 0.01217000000,0.60000,1.48000
,,, 0.01217199955,0.60000,1.48000
,,, 0.01217400003,0.60000,1.48000
,,, 0.01217599958,0.62000,1.50000
,,, 0.01217800006,0.60000,1.50000
,,, 0.01217999961,0.60000,1.50000
,,, 0.01218200009,0.60000,1.50000
,,, 0.01218399964,0.60000,1.50000
,,, 0.01218600012,0.60000,1.52000
,,, 0.01218799967,0.60000,1.50000
,,, 0.01219000015,0.60000,1.52000
,,, 0.01219199970,0.60000,1.52000
,,, 0.01219400018,0.60000,1.52000
,,, 0.01219599973,0.60000,1.52000
,,, 0.01219800021,0.60000,1.52000
,,, 0.01219999976,0.60000,1.52000
,,, 0.01220200025,0.62000,1.52000
,,, 0.01220399980,0.60000,1.52000
,,, 0.01220600028,0.60000,1.52000
,,, 0.01220799983,0.60000,1.54000
,,, 0.01221000031,0.60000,1.56000
,,, 0.01221199986,0.62000,1.52000
,,, 0.01221400034,0.62000,1.52000
,,, 0.01221599989,0.62000,1.56000
,,, 0.01221800037,0.62000,1.56000
,,, 0.01221999992,0.60000,1.56000
,,, 0.01222200040,0.62000,1.56000
,,, 0.01222399995,0.62000,1.56000
,,, 0.01222600043,0.62000,1.56000
,,, 0.01222799998,0.62000,1.56000
,,, 0.01222999953,0.62000,1.56000
,,, 0.01223200001,0.60000,1.60000
,,, 0.01223399956,0.62000,1.58000
,,, 0.01223600004,0.62000,1.60000
,,, 0.01223799959,0.62000,1.58000
,,, 0.01224000007,0.62000,1.60000
,,, 0.01224199962,0.62000,1.60000
,,, 0.01224400010,0.62000,1.60000
,,, 0.01224599965,0.64000,1.60000
,,, 0.01224800013,0.64000,1.60000
,,, 0.01224999968,0.64000,1.60000
,,, 0.01225200016,0.62000,1.60000
,,, 0.01225399971,0.64000,1.62000
,,, 0.01225600019,0.62000,1.62000
,,, 0.01225799974,0.62000,1.64000
,,, 0.01226000022,0.62000,1.64000
,,, 0.01226199977,0.64000,1.64000
,,, 0.01226400025,0.62000,1.64000
,,, 0.01226599980,0.64000,1.64000
,,, 0.01226800028,0.62000,1.64000
,,, 0.01226999983,0.64000,1.64000
,,, 0.01227200031,0.64000,1.64000
